source_subject,target_subject,proxy_a_distance,coral_distance,proxy_rank,coral_rank,selection_score,probe_selected_count,probe_selected_fraction_of_cap,probe_candidate_coverage,probe_pseudo_balance,probe_agreement,probe_trial_coherence,probe_mean_selected_conf,probe_transferability_score,selection_stage,selected_source
s30,s06,2.0,10.341259919302642,1.0,19.0,20.0,,,,,,,,,stage1_pruned,s19
s02,s06,2.0,10.581612876956138,1.0,20.0,21.0,,,,,,,,,stage1_pruned,s19
s21,s06,2.0,10.591824927112992,1.0,21.0,22.0,,,,,,,,,stage1_pruned,s19
s04,s06,2.0,10.625769815053907,1.0,22.0,23.0,,,,,,,,,stage1_pruned,s19
s27,s06,2.0,10.71497658268764,1.0,23.0,24.0,,,,,,,,,stage1_pruned,s19
s23,s06,2.0,10.715729204362416,1.0,24.0,25.0,,,,,,,,,stage1_pruned,s19
s29,s06,2.0,11.014397175172121,1.0,25.0,26.0,,,,,,,,,stage1_pruned,s19
s24,s06,2.0,11.020401244673337,1.0,26.0,27.0,,,,,,,,,stage1_pruned,s19
s03,s06,2.0,11.253815097311367,1.0,27.0,28.0,,,,,,,,,stage1_pruned,s19
s25,s06,2.0,11.849626435052265,1.0,28.0,29.0,,,,,,,,,stage1_pruned,s19
s01,s06,2.0,12.256972978973604,1.0,29.0,30.0,,,,,,,,,stage1_pruned,s19
s22,s06,2.0,12.927987603278217,1.0,30.0,31.0,,,,,,,,,stage1_pruned,s19
s11,s06,2.0,12.953901427409992,1.0,31.0,32.0,,,,,,,,,stage1_pruned,s19
s15,s07,2.0,7.682527400991497,2.0,1.0,3.0,30.0,0.3333333333333333,0.24051724137931035,0.5,1.0,0.5741379310344827,0.895177207828532,0.5576898948741853,stage2_probe,s15
s16,s07,2.0,8.09679880853119,2.0,2.0,4.0,15.0,0.16666666666666666,0.07672413793103448,0.5,1.0,0.6948275862068967,0.8471334295399743,0.5216670163045849,stage2_probe,s15
s32,s07,2.0,8.730007559267747,2.0,4.0,6.0,9.0,0.1,0.05172413793103448,0.5,1.0,0.6689655172413793,0.8318051706293418,0.5007281895659499,stage2_probe,s15
s08,s07,2.0,8.777153708567926,2.0,5.0,7.0,3.0,0.03333333333333333,0.0034482758620689655,0.5,1.0,0.7629310344827587,0.7730782625834139,0.49692977519813625,stage2_probe,s15
s31,s07,2.0,8.364978176830013,2.0,3.0,5.0,10.0,0.1111111111111111,0.04913793103448276,0.5,1.0,0.6422413793103449,0.8278557107300447,0.49633531427213445,stage2_probe,s15
s18,s07,2.0,8.920773015501096,2.0,6.0,8.0,,,,,,,,,stage1_pruned,s15
s06,s07,2.0,8.93928653128048,2.0,7.0,9.0,,,,,,,,,stage1_pruned,s15
s10,s07,2.0,9.071807517842073,2.0,8.0,10.0,,,,,,,,,stage1_pruned,s15
s19,s07,2.0,9.097142832561767,2.0,9.0,11.0,,,,,,,,,stage1_pruned,s15
s13,s07,2.0,9.16296508439187,2.0,10.0,12.0,,,,,,,,,stage1_pruned,s15
s20,s07,2.0,9.282093561538405,2.0,11.0,13.0,,,,,,,,,stage1_pruned,s15
s30,s07,1.9833333333333334,9.65246983838974,1.0,13.0,14.0,,,,,,,,,stage1_pruned,s15
